run_accession	experiment_title	collection_date	country	instrument_platform
ERR12384829	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-06	Spain	ILLUMINA
ERR12384854	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-06	Spain	ILLUMINA
ERR12384859	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-05	Spain	ILLUMINA
ERR12384865	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-05	Spain	ILLUMINA
ERR12384868	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-05	Spain	ILLUMINA
ERR12384871	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-05	Spain	ILLUMINA
ERR12384901	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-10	Spain	ILLUMINA
ERR12384903	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-13	Spain	ILLUMINA
ERR12384904	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-08	Spain	ILLUMINA
ERR12384905	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-14	Spain	ILLUMINA
ERR12384907	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-14	Spain	ILLUMINA
ERR12384908	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-11	Spain	ILLUMINA
ERR12384909	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-11	Spain	ILLUMINA
ERR12384910	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-10	Spain	ILLUMINA
ERR12384919	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-04	Spain	ILLUMINA
ERR12384920	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-04	Spain	ILLUMINA
ERR12384936	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-08	Spain	ILLUMINA
ERR12384941	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-08	Spain	ILLUMINA
ERR12384945	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-08	Spain	ILLUMINA
ERR12384946	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-06	Spain	ILLUMINA
ERR12384947	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-05	Spain	ILLUMINA
ERR12384950	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-07	Spain	ILLUMINA
ERR12384951	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-06	Spain	ILLUMINA
ERR12384970	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-06	Spain	ILLUMINA
ERR12384979	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-04	Spain	ILLUMINA
ERR12384980	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-15	Spain	ILLUMINA
ERR12384985	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-07	Spain	ILLUMINA
ERR12384994	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-05	Spain	ILLUMINA
ERR12385004	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-02	Spain	ILLUMINA
ERR12385005	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-07	Spain	ILLUMINA
ERR12385011	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-04	Spain	ILLUMINA
ERR12385016	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-07	Spain	ILLUMINA
ERR12385020	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-16	Spain	ILLUMINA
ERR12385021	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-16	Spain	ILLUMINA
ERR12385022	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-17	Spain	ILLUMINA
ERR12385023	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-15	Spain	ILLUMINA
ERR12385025	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-06	Spain	ILLUMINA
ERR12385033	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-06	Spain	ILLUMINA
ERR12385034	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-02	Spain	ILLUMINA
ERR12385045	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-02	Spain	ILLUMINA
ERR12385049	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-16	Spain	ILLUMINA
ERR12385051	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-05	Spain	ILLUMINA
ERR12385075	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-05	Spain	ILLUMINA
ERR12385077	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-06	Spain	ILLUMINA
ERR12385083	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-04	Spain	ILLUMINA
ERR12385086	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-13	Spain	ILLUMINA
ERR12385094	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-04	Spain	ILLUMINA
ERR12385095	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-05	Spain	ILLUMINA
ERR12385099	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-08	Spain	ILLUMINA
ERR12385108	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-04	Spain	ILLUMINA
ERR12385110	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-13	Spain	ILLUMINA
ERR12385111	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-13	Spain	ILLUMINA
ERR12385112	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-13	Spain	ILLUMINA
ERR12385113	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-13	Spain	ILLUMINA
ERR12385117	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-19	Spain	ILLUMINA
ERR12385119	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-19	Spain	ILLUMINA
ERR12385122	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-19	Spain	ILLUMINA
ERR12385128	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-19	Spain	ILLUMINA
ERR12385129	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-19	Spain	ILLUMINA
ERR12385131	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-19	Spain	ILLUMINA
ERR12385132	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-19	Spain	ILLUMINA
ERR12386411	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-25	Spain	ILLUMINA
ERR12386413	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-24	Spain	ILLUMINA
ERR12386414	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-02	Spain	ILLUMINA
ERR12386417	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-25	Spain	ILLUMINA
ERR12386418	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-22	Spain	ILLUMINA
ERR12386419	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-25	Spain	ILLUMINA
ERR12386423	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-27	Spain	ILLUMINA
ERR12386425	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-24	Spain	ILLUMINA
ERR12386426	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-24	Spain	ILLUMINA
ERR12386428	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-25	Spain	ILLUMINA
ERR12386436	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-26	Spain	ILLUMINA
ERR12386437	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-22	Spain	ILLUMINA
ERR12386438	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-22	Spain	ILLUMINA
ERR12386440	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-23	Spain	ILLUMINA
ERR12386441	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-26	Spain	ILLUMINA
ERR12386444	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-27	Spain	ILLUMINA
ERR12386447	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-02	Spain	ILLUMINA
ERR12386449	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-02	Spain	ILLUMINA
ERR12386454	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-07	Spain	ILLUMINA
ERR12386456	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-08	Spain	ILLUMINA
ERR12386463	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-16	Spain	ILLUMINA
ERR12386467	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-19	Spain	ILLUMINA
ERR12386473	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-14	Spain	ILLUMINA
ERR12386475	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-23	Spain	ILLUMINA
ERR12386476	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-23	Spain	ILLUMINA
ERR12386481	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-07	Spain	ILLUMINA
ERR12386486	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-18	Spain	ILLUMINA
ERR12386569	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-05	Spain	ILLUMINA
ERR12386570	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-08	Spain	ILLUMINA
ERR12386571	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-07	Spain	ILLUMINA
ERR12386575	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-07	Spain	ILLUMINA
ERR12386578	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-28	Spain	ILLUMINA
ERR12386580	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-04	Spain	ILLUMINA
ERR12386582	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-05	Spain	ILLUMINA
ERR12386588	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-08	Spain	ILLUMINA
ERR12386597	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-02	Spain	ILLUMINA
ERR12386601	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-04	Spain	ILLUMINA
ERR12386605	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-27	Spain	ILLUMINA
ERR12386606	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-27	Spain	ILLUMINA
ERR12386607	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-30	Spain	ILLUMINA
ERR12386610	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-12	Spain	ILLUMINA
ERR12386625	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-27	Spain	ILLUMINA
ERR12386627	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-08	Spain	ILLUMINA
ERR12386628	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-05	Spain	ILLUMINA
ERR12386631	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-05	Spain	ILLUMINA
ERR12386642	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-30	Spain	ILLUMINA
ERR12386643	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-30	Spain	ILLUMINA
ERR12386670	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-29	Spain	ILLUMINA
ERR12386672	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-28	Spain	ILLUMINA
ERR12386676	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-21	Spain	ILLUMINA
ERR12386678	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-26	Spain	ILLUMINA
ERR12386681	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-03	Spain	ILLUMINA
ERR12386683	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-03	Spain	ILLUMINA
ERR12386687	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-05	Spain	ILLUMINA
ERR12386690	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-08	Spain	ILLUMINA
ERR12386691	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-29	Spain	ILLUMINA
ERR12386692	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-29	Spain	ILLUMINA
ERR12386697	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-20	Spain	ILLUMINA
ERR12386698	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-25	Spain	ILLUMINA
ERR12386700	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-29	Spain	ILLUMINA
ERR12386702	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-29	Spain	ILLUMINA
ERR12386704	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-22	Spain	ILLUMINA
ERR12386706	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-22	Spain	ILLUMINA
ERR12386711	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-20	Spain	ILLUMINA
ERR12386713	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-15	Spain	ILLUMINA
ERR12386714	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-08	Spain	ILLUMINA
ERR12386718	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-15	Spain	ILLUMINA
ERR12386721	Illumina iSeq 100 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-14	Spain	ILLUMINA
ERR12386723	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-26	Spain	ILLUMINA
ERR12386725	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-18	Spain	ILLUMINA
ERR12386726	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-19	Spain	ILLUMINA
ERR12386733	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-11	Spain	ILLUMINA
ERR12386735	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-19	Spain	ILLUMINA
ERR12386738	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-19	Spain	ILLUMINA
ERR12386744	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-10	Spain	ILLUMINA
ERR12386746	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-13	Spain	ILLUMINA
ERR12386750	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-13	Spain	ILLUMINA
ERR12386751	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-13	Spain	ILLUMINA
ERR12386752	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-13	Spain	ILLUMINA
ERR12386753	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-11	Spain	ILLUMINA
ERR12386756	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-09	Spain	ILLUMINA
ERR12386759	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-10	Spain	ILLUMINA
ERR12386762	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-10	Spain	ILLUMINA
ERR12386763	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-16	Spain	ILLUMINA
ERR12386764	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-15	Spain	ILLUMINA
ERR12386766	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-09	Spain	ILLUMINA
ERR12386778	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-21	Spain	ILLUMINA
ERR12386780	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-09-26	Spain	ILLUMINA
ERR12386788	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-13	Spain	ILLUMINA
ERR12386789	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-13	Spain	ILLUMINA
ERR12386790	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-18	Spain	ILLUMINA
ERR12386791	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-18	Spain	ILLUMINA
ERR12386796	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-17	Spain	ILLUMINA
ERR12386797	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-11	Spain	ILLUMINA
ERR12386798	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-16	Spain	ILLUMINA
ERR12386802	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-11	Spain	ILLUMINA
ERR12386804	Illumina MiniSeq sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-12	Spain	ILLUMINA
ERR12386815	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-17	Spain	ILLUMINA
ERR12386821	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-13	Spain	ILLUMINA
ERR12386822	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-13	Spain	ILLUMINA
ERR12386824	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-13	Spain	ILLUMINA
ERR12386825	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-21	Spain	ILLUMINA
ERR12386828	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-10	Spain	ILLUMINA
ERR12386830	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-01	Spain	ILLUMINA
ERR12386833	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-06	Spain	ILLUMINA
ERR12386837	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-11	Spain	ILLUMINA
ERR12386838	NextSeq 2000 sequencing: Whole genome sequencing of SARS-CoV-2 for epidemiological surveillance in Andalusia (Spain)	2023-10-06	Spain	ILLUMINA
